transaction_id,user_id,amount,date_time,merchant,location,payment_type
TXN_11044,User_59,458.41,2026-02-05 17:00:00,Zomato,Mumbai,P2M
TXN_11045,User_71,288.99,2026-03-05 13:18:00,Amazon,Delhi,P2M
TXN_11046,User_80,420.36,2026-03-03 12:15:00,Swiggy,Bangalore,P2P
TXN_11047,User_47,171.38,2026-01-22 03:46:00,Petrol_Pump,Mumbai,P2M
TXN_11048,User_52,42.81,2026-03-11 18:30:00,Airtel,Pune,P2P
TXN_11049,User_18,97.98,2026-03-27 23:15:00,Petrol_Pump,Pune,P2M
TXN_11050,User_29,359.44,2026-02-14 05:45:00,Netflix,Bangalore,P2M
TXN_11051,User_75,18593.2,2026-01-14 11:04:00,Zomato,Mumbai,P2P
TXN_11052,User_63,293.59,2026-03-07 06:57:00,Local_Kirana,Bangalore,P2M
TXN_11053,User_45,234.13,2026-02-25 10:25:00,Zomato,Kanpur,P2P
TXN_11054,User_39,216.31,2026-03-14 00:50:00,Netflix,Mumbai,P2M
TXN_11055,User_74,27.89,2026-01-27 05:01:00,Local_Kirana,Pune,P2P
TXN_11056,User_95,230.2,2026-01-04 04:17:00,Airtel,Pune,P2M
TXN_11057,User_38,217.92,2026-02-11 13:35:00,Local_Kirana,Bangalore,P2P
TXN_11058,User_36,237.55,2026-02-13 05:24:00,Netflix,Kanpur,P2P
TXN_11059,User_33,159.83,2026-02-23 14:30:00,Airtel,Pune,P2M
TXN_11060,User_62,344.34,2026-03-27 12:18:00,Amazon,Kanpur,P2M
TXN_11061,User_16,17.1,2026-01-05 05:00:00,Petrol_Pump,Delhi,P2M
TXN_11062,User_54,19.99,2026-02-21 21:33:00,Netflix,Pune,P2P
TXN_11063,User_34,226.63,2026-02-21 17:34:00,Zomato,Kanpur,P2P
TXN_11064,User_2,395.64,2026-02-06 03:29:00,Petrol_Pump,Delhi,P2P
TXN_11065,User_2,163.23,2026-03-22 22:42:00,Amazon,Bangalore,P2M
TXN_11066,User_34,249.11,2026-01-13 12:09:00,Local_Kirana,Mumbai,P2P
TXN_11067,User_16,308.26,2026-03-11 13:53:00,Zomato,Mumbai,P2P
TXN_11068,User_90,214.85,2026-01-17 07:50:00,Netflix,Bangalore,P2P
TXN_11069,User_1,71.88,2026-01-08 10:09:00,Airtel,Kanpur,P2M
TXN_11070,User_31,62.83,2026-02-17 18:12:00,Amazon,Pune,P2P
TXN_11071,User_2,413.71,2026-01-11 14:40:00,Petrol_Pump,Mumbai,P2M
TXN_11072,User_30,28760.0,2026-03-02 15:17:00,Amazon,Mumbai,P2P
TXN_11073,User_70,101.75,2026-02-22 21:41:00,Amazon,Bangalore,P2P
TXN_11074,User_33,360.0,2026-02-03 16:07:00,Local_Kirana,Kanpur,P2P
TXN_11075,User_63,49.03,2026-02-03 02:40:00,Amazon,Mumbai,P2M
TXN_11076,User_73,333.95,2026-01-09 11:24:00,Swiggy,Kanpur,P2M
TXN_11077,User_76,499.28,2026-01-06 06:30:00,Airtel,Pune,P2M
TXN_11078,User_63,91.41,2026-01-06 17:41:00,Swiggy,Mumbai,P2P
TXN_11079,User_43,17272.39,2026-01-16 13:12:00,Swiggy,Bangalore,P2P
TXN_11080,User_92,140.12,2026-02-12 23:11:00,Swiggy,Pune,P2M
TXN_11081,User_73,454.42,2026-03-27 03:55:00,Local_Kirana,Kanpur,P2P
TXN_11082,User_9,231.01,2026-02-03 17:05:00,Petrol_Pump,Delhi,P2P
TXN_11083,User_22,108.99,2026-03-06 01:34:00,Local_Kirana,Kanpur,P2P
TXN_11084,User_99,38051.86,2026-01-17 22:14:00,Airtel,Delhi,P2M
TXN_11085,User_61,231.36,2026-03-03 12:55:00,Amazon,Bangalore,P2M
TXN_11086,User_39,27.12,2026-02-26 11:46:00,Netflix,Bangalore,P2M
TXN_11087,User_42,105.85,2026-03-21 08:22:00,Amazon,Mumbai,P2P
TXN_11088,User_38,278.25,2026-01-16 23:39:00,Petrol_Pump,Mumbai,P2M
TXN_11089,User_79,326.04,2026-01-01 04:21:00,Local_Kirana,Delhi,P2M
TXN_11090,User_3,429.88,2026-01-13 22:16:00,Zomato,Kanpur,P2M
TXN_11091,User_97,224.66,2026-01-19 11:49:00,Zomato,Kanpur,P2P
TXN_11092,User_31,136.9,2026-01-22 11:13:00,Petrol_Pump,Bangalore,P2M
TXN_11093,User_37,16077.19,2026-01-05 03:47:00,Swiggy,Bangalore,P2M
TXN_11094,User_12,215.37,2026-02-21 03:20:00,Local_Kirana,Pune,P2M
TXN_11095,User_34,398.24,2026-01-02 12:47:00,Petrol_Pump,Pune,P2M
TXN_11096,User_63,319.05,2026-03-29 08:01:00,Airtel,Mumbai,P2M
TXN_11097,User_97,172.85,2026-01-11 02:48:00,Petrol_Pump,Delhi,P2P
TXN_11098,User_80,422.93,2026-01-28 22:14:00,Airtel,Mumbai,P2M
TXN_11099,User_51,213.72,2026-02-12 20:14:00,Zomato,Delhi,P2M
TXN_11100,User_36,356.73,2026-02-21 15:34:00,Zomato,Kanpur,P2P
TXN_11101,User_58,450.57,2026-01-31 16:59:00,Amazon,Pune,P2P
TXN_11102,User_73,6553.19,2026-01-25 05:22:00,Airtel,Delhi,P2P
TXN_11103,User_86,3733.11,2026-02-04 14:18:00,Zomato,Mumbai,P2M
TXN_11104,User_1,215.92,2026-01-24 01:49:00,Zomato,Pune,P2P
TXN_11105,User_22,5044.63,2026-04-01 00:06:00,Airtel,Delhi,P2P
TXN_11106,User_15,321.15,2026-03-08 19:25:00,Local_Kirana,Bangalore,P2M
TXN_11107,User_16,87.18,2026-01-05 04:13:00,Amazon,Delhi,P2M
TXN_11108,User_35,107.68,2026-01-24 05:10:00,Netflix,Pune,P2P
TXN_11109,User_95,45.98,2026-03-27 21:43:00,Local_Kirana,Kanpur,P2M
TXN_11110,User_61,43736.58,2026-01-16 09:45:00,Zomato,Delhi,P2M
TXN_11111,User_43,65.78,2026-03-10 05:22:00,Petrol_Pump,Delhi,P2M
TXN_11112,User_68,73.78,2026-03-17 01:18:00,Local_Kirana,Kanpur,P2P
TXN_11113,User_97,159.07,2026-01-23 08:09:00,Swiggy,Delhi,P2M
TXN_11114,User_49,162.8,2026-03-15 08:53:00,Zomato,Bangalore,P2M
TXN_11115,User_60,121.11,2026-02-20 05:36:00,Local_Kirana,Delhi,P2M
TXN_11116,User_89,28816.72,2026-01-13 16:02:00,Petrol_Pump,Pune,P2M
TXN_11117,User_43,53.6,2026-03-05 23:48:00,Local_Kirana,Pune,P2M
TXN_11118,User_12,329.84,2026-03-09 12:11:00,Zomato,Kanpur,P2M
TXN_11119,User_86,489.45,2026-01-23 14:36:00,Swiggy,Pune,P2M
TXN_11120,User_18,453.09,2026-02-23 02:55:00,Amazon,Kanpur,P2P
TXN_11121,User_84,36574.88,2026-03-30 19:44:00,Petrol_Pump,Pune,P2P
TXN_11122,User_74,12239.67,2026-01-02 10:22:00,Zomato,Mumbai,P2P
TXN_11123,User_90,69.63,2026-03-27 18:38:00,Airtel,Kanpur,P2P
TXN_11124,User_63,429.7,2026-02-13 14:08:00,Amazon,Mumbai,P2P
TXN_11125,User_87,423.42,2026-01-02 15:13:00,Netflix,Pune,P2P
TXN_11126,User_5,56.71,2026-03-08 06:41:00,Zomato,Pune,P2M
TXN_11127,User_74,445.18,2026-01-18 10:31:00,Amazon,Pune,P2M
TXN_11128,User_89,359.78,2026-03-28 17:18:00,Zomato,Mumbai,P2P
TXN_11129,User_78,33452.78,2026-01-03 23:26:00,Airtel,Delhi,P2P
TXN_11130,User_28,456.9,2026-03-05 03:39:00,Petrol_Pump,Pune,P2M
TXN_11131,User_1,496.33,2026-03-13 08:03:00,Zomato,Bangalore,P2M
TXN_11132,User_65,56.72,2026-03-08 12:59:00,Swiggy,Kanpur,P2P
TXN_11133,User_63,87.69,2026-01-24 11:13:00,Swiggy,Mumbai,P2P
TXN_11134,User_67,190.7,2026-01-27 06:11:00,Petrol_Pump,Pune,P2P
TXN_11135,User_93,42710.28,2026-01-27 09:44:00,Local_Kirana,Pune,P2M
TXN_11136,User_32,470.05,2026-03-19 05:24:00,Petrol_Pump,Kanpur,P2M
TXN_11137,User_49,54.38,2026-01-30 00:58:00,Netflix,Delhi,P2M
TXN_11138,User_9,193.2,2026-03-04 15:43:00,Airtel,Pune,P2M
TXN_11139,User_54,315.75,2026-03-06 13:51:00,Amazon,Pune,P2P
TXN_11140,User_92,25820.95,2026-03-07 18:16:00,Zomato,Bangalore,P2M
TXN_11141,User_96,59.35,2026-01-04 15:35:00,Airtel,Mumbai,P2P
TXN_11142,User_26,294.53,2026-02-08 22:14:00,Netflix,Bangalore,P2P
TXN_11143,User_61,75.34,2026-01-11 02:47:00,Petrol_Pump,Mumbai,P2M
TXN_11144,User_30,182.06,2026-03-06 18:07:00,Airtel,Delhi,P2M
TXN_11145,User_90,178.09,2026-03-12 04:51:00,Swiggy,Bangalore,P2M
TXN_11146,User_30,279.79,2026-03-15 15:01:00,Local_Kirana,Kanpur,P2P
TXN_11147,User_100,205.17,2026-01-29 05:34:00,Petrol_Pump,Mumbai,P2M
TXN_11148,User_26,163.02,2026-02-02 05:44:00,Swiggy,Bangalore,P2M
TXN_11149,User_65,157.34,2026-03-13 03:02:00,Swiggy,Delhi,P2P
TXN_11150,User_96,35.33,2026-02-28 02:47:00,Petrol_Pump,Mumbai,P2P
TXN_11151,User_35,7511.73,2026-01-02 05:51:00,Petrol_Pump,Delhi,P2P
TXN_11152,User_10,53.58,2026-01-07 00:31:00,Petrol_Pump,Pune,P2P
TXN_11153,User_36,462.01,2026-02-26 19:29:00,Petrol_Pump,Bangalore,P2P
TXN_11154,User_52,226.46,2026-03-25 07:31:00,Amazon,Delhi,P2M
TXN_11155,User_28,493.17,2026-01-18 03:25:00,Local_Kirana,Delhi,P2P
TXN_11156,User_58,408.87,2026-03-29 02:23:00,Swiggy,Kanpur,P2M
TXN_11157,User_8,138.93,2026-02-19 21:52:00,Local_Kirana,Pune,P2P
TXN_11158,User_33,416.73,2026-01-06 04:31:00,Netflix,Bangalore,P2P
TXN_11159,User_27,156.12,2026-01-02 10:38:00,Swiggy,Kanpur,P2P
TXN_11160,User_35,471.72,2026-01-23 16:20:00,Amazon,Mumbai,P2M
TXN_11161,User_81,217.23,2026-01-10 13:03:00,Local_Kirana,Bangalore,P2M
TXN_11162,User_35,423.36,2026-01-02 02:14:00,Netflix,Bangalore,P2M
TXN_11163,User_19,188.23,2026-01-11 21:45:00,Local_Kirana,Mumbai,P2P
TXN_11164,User_45,16211.96,2026-03-21 19:30:00,Swiggy,Mumbai,P2M
TXN_11165,User_59,442.54,2026-01-05 06:47:00,Swiggy,Pune,P2P
TXN_11166,User_83,7346.27,2026-03-21 13:01:00,Swiggy,Bangalore,P2M
TXN_11167,User_78,335.38,2026-03-02 17:40:00,Amazon,Mumbai,P2M
TXN_11168,User_52,2734.46,2026-03-27 16:15:00,Airtel,Delhi,P2M
TXN_11169,User_7,103.34,2026-03-05 07:58:00,Swiggy,Pune,P2P
TXN_11170,User_72,301.25,2026-03-18 03:18:00,Amazon,Delhi,P2M
TXN_11171,User_87,367.16,2026-02-14 20:03:00,Netflix,Mumbai,P2M
TXN_11172,User_82,447.47,2026-02-25 17:18:00,Zomato,Kanpur,P2M
TXN_11173,User_74,273.3,2026-03-30 02:08:00,Local_Kirana,Delhi,P2M
TXN_11174,User_13,49.08,2026-02-19 06:38:00,Swiggy,Pune,P2P
TXN_11175,User_15,482.23,2026-03-11 11:26:00,Petrol_Pump,Kanpur,P2P
TXN_11176,User_88,223.0,2026-01-18 16:33:00,Swiggy,Mumbai,P2P
TXN_11177,User_63,450.64,2026-02-21 19:26:00,Netflix,Pune,P2P
TXN_11178,User_9,469.96,2026-02-10 22:09:00,Zomato,Bangalore,P2P
TXN_11179,User_75,450.18,2026-01-21 01:14:00,Amazon,Delhi,P2P
TXN_11180,User_49,214.9,2026-01-05 19:06:00,Local_Kirana,Pune,P2M
TXN_11181,User_47,295.94,2026-01-07 08:48:00,Amazon,Mumbai,P2M
TXN_11182,User_2,306.43,2026-02-04 11:39:00,Airtel,Bangalore,P2M
TXN_11183,User_86,7191.26,2026-01-15 21:12:00,Petrol_Pump,Bangalore,P2P
TXN_11184,User_33,363.47,2026-03-06 03:28:00,Airtel,Pune,P2M
TXN_11185,User_44,376.46,2026-03-01 12:02:00,Petrol_Pump,Mumbai,P2P
TXN_11186,User_64,23844.12,2026-02-16 00:29:00,Swiggy,Mumbai,P2P
TXN_11187,User_12,137.09,2026-03-27 20:56:00,Swiggy,Delhi,P2M
TXN_11188,User_55,252.05,2026-02-27 22:38:00,Amazon,Kanpur,P2P
TXN_11189,User_34,410.38,2026-01-02 20:46:00,Petrol_Pump,Bangalore,P2P
TXN_11190,User_2,6747.79,2026-03-07 23:40:00,Petrol_Pump,Delhi,P2P
TXN_11191,User_16,478.96,2026-01-30 21:32:00,Petrol_Pump,Delhi,P2P
TXN_11192,User_40,247.14,2026-03-06 16:03:00,Amazon,Pune,P2P
TXN_11193,User_27,363.33,2026-03-21 10:12:00,Local_Kirana,Bangalore,P2P
TXN_11194,User_28,219.85,2026-03-07 17:54:00,Petrol_Pump,Pune,P2M
TXN_11195,User_22,482.03,2026-03-04 22:47:00,Netflix,Kanpur,P2P
TXN_11196,User_1,230.43,2026-01-21 11:00:00,Swiggy,Kanpur,P2P
TXN_11197,User_1,158.86,2026-02-14 13:51:00,Airtel,Bangalore,P2P
TXN_11198,User_37,121.11,2026-02-10 12:29:00,Airtel,Bangalore,P2P
TXN_11199,User_35,139.45,2026-02-11 03:25:00,Local_Kirana,Pune,P2P
TXN_11200,User_51,328.64,2026-01-23 15:49:00,Local_Kirana,Kanpur,P2P
TXN_11201,User_84,80.52,2026-03-24 07:44:00,Amazon,Kanpur,P2P
TXN_11202,User_68,119.08,2026-01-14 01:44:00,Netflix,Kanpur,P2M
TXN_11203,User_91,37.38,2026-03-28 15:40:00,Swiggy,Bangalore,P2P
TXN_11204,User_91,216.21,2026-01-27 01:05:00,Amazon,Bangalore,P2M
TXN_11205,User_37,82.99,2026-03-22 20:34:00,Zomato,Pune,P2M
TXN_11206,User_20,272.67,2026-03-27 04:45:00,Zomato,Pune,P2P
TXN_11207,User_90,346.17,2026-01-31 00:30:00,Amazon,Delhi,P2M
TXN_11208,User_84,357.84,2026-03-10 11:04:00,Amazon,Mumbai,P2M
TXN_11209,User_45,311.79,2026-03-17 19:07:00,Zomato,Kanpur,P2P
TXN_11210,User_46,29.73,2026-02-06 19:24:00,Netflix,Mumbai,P2M
TXN_11211,User_31,419.46,2026-02-26 16:28:00,Petrol_Pump,Kanpur,P2M
TXN_11212,User_16,264.4,2026-03-01 18:05:00,Zomato,Delhi,P2P
TXN_11213,User_63,10857.14,2026-01-13 19:34:00,Airtel,Delhi,P2M
TXN_11214,User_40,76.32,2026-02-17 06:43:00,Zomato,Mumbai,P2P
TXN_11215,User_36,317.95,2026-01-25 11:36:00,Swiggy,Mumbai,P2P
TXN_11216,User_46,8127.38,2026-03-04 23:42:00,Netflix,Pune,P2M
TXN_11217,User_56,178.79,2026-01-14 14:19:00,Petrol_Pump,Bangalore,P2P
TXN_11218,User_62,210.81,2026-02-14 05:40:00,Airtel,Delhi,P2M
TXN_11219,User_100,460.29,2026-02-21 11:21:00,Petrol_Pump,Pune,P2P
TXN_11220,User_30,100.68,2026-03-24 09:16:00,Swiggy,Bangalore,P2M
TXN_11221,User_52,159.72,2026-03-30 05:17:00,Local_Kirana,Pune,P2M
TXN_11222,User_61,370.66,2026-02-02 10:56:00,Netflix,Delhi,P2M
TXN_11223,User_28,207.29,2026-01-11 23:29:00,Local_Kirana,Bangalore,P2P
TXN_11224,User_3,111.64,2026-01-29 07:41:00,Zomato,Mumbai,P2P
TXN_11225,User_76,126.88,2026-03-01 05:01:00,Zomato,Bangalore,P2P
TXN_11226,User_73,299.39,2026-02-18 12:26:00,Petrol_Pump,Delhi,P2P
TXN_11227,User_10,33663.06,2026-01-17 17:58:00,Airtel,Pune,P2P
TXN_11228,User_1,136.18,2026-03-15 18:26:00,Airtel,Kanpur,P2M
TXN_11229,User_10,25379.18,2026-03-28 15:31:00,Local_Kirana,Bangalore,P2P
TXN_11230,User_11,339.07,2026-01-20 04:19:00,Local_Kirana,Pune,P2M
TXN_11231,User_47,471.58,2026-02-03 05:58:00,Netflix,Pune,P2M
TXN_11232,User_41,315.29,2026-01-13 02:24:00,Amazon,Pune,P2M
TXN_11233,User_52,331.91,2026-01-29 23:00:00,Petrol_Pump,Kanpur,P2M
TXN_11234,User_33,357.24,2026-01-24 00:21:00,Petrol_Pump,Bangalore,P2M
TXN_11235,User_70,89.38,2026-03-03 09:47:00,Swiggy,Bangalore,P2P
TXN_11236,User_39,49.45,2026-03-16 10:47:00,Petrol_Pump,Bangalore,P2M
TXN_11237,User_5,154.35,2026-01-05 12:41:00,Petrol_Pump,Pune,P2M
TXN_11238,User_81,334.74,2026-02-11 14:34:00,Airtel,Bangalore,P2M
TXN_11239,User_89,494.02,2026-01-01 21:57:00,Airtel,Bangalore,P2M
TXN_11240,User_31,164.03,2026-03-18 14:29:00,Amazon,Bangalore,P2M
TXN_11241,User_89,458.48,2026-01-05 10:45:00,Swiggy,Delhi,P2P
TXN_11242,User_81,449.41,2026-03-12 22:57:00,Petrol_Pump,Bangalore,P2P
TXN_11243,User_27,253.55,2026-01-05 08:42:00,Petrol_Pump,Pune,P2M
TXN_11244,User_29,298.6,2026-03-31 16:15:00,Zomato,Kanpur,P2P
TXN_11245,User_18,319.45,2026-03-11 09:21:00,Local_Kirana,Pune,P2P
TXN_11246,User_24,15286.91,2026-01-26 06:59:00,Local_Kirana,Bangalore,P2M
TXN_11247,User_71,399.35,2026-02-06 17:55:00,Petrol_Pump,Mumbai,P2P
TXN_11248,User_94,6263.26,2026-01-28 20:10:00,Swiggy,Pune,P2P
TXN_11249,User_88,471.99,2026-03-02 12:19:00,Netflix,Delhi,P2M
TXN_11250,User_4,14455.79,2026-03-17 20:53:00,Airtel,Kanpur,P2M
TXN_11251,User_97,62.51,2026-02-08 12:01:00,Swiggy,Pune,P2M
TXN_11252,User_30,272.71,2026-03-31 03:32:00,Petrol_Pump,Bangalore,P2P
TXN_11253,User_4,226.05,2026-01-03 15:06:00,Petrol_Pump,Kanpur,P2P
TXN_11254,User_93,14.82,2026-02-28 17:58:00,Petrol_Pump,Delhi,P2P
TXN_11255,User_98,340.59,2026-01-02 07:45:00,Netflix,Delhi,P2P
TXN_11256,User_42,333.5,2026-03-10 23:15:00,Swiggy,Bangalore,P2P
TXN_11257,User_78,105.27,2026-03-21 13:56:00,Swiggy,Kanpur,P2M
TXN_11258,User_12,213.12,2026-02-04 01:03:00,Airtel,Kanpur,P2M
TXN_11259,User_23,168.16,2026-01-31 10:35:00,Zomato,Bangalore,P2P
TXN_11260,User_69,102.62,2026-01-26 15:31:00,Zomato,Delhi,P2M
TXN_11261,User_59,462.99,2026-01-13 04:40:00,Netflix,Pune,P2M
TXN_11262,User_66,296.63,2026-01-20 11:02:00,Local_Kirana,Pune,P2M
TXN_11263,User_91,31606.84,2026-01-04 23:10:00,Local_Kirana,Pune,P2M
TXN_11264,User_4,86.88,2026-02-18 04:12:00,Zomato,Pune,P2P
TXN_11265,User_69,38.25,2026-02-12 02:58:00,Local_Kirana,Pune,P2M
TXN_11266,User_64,440.85,2026-02-23 11:35:00,Netflix,Delhi,P2P
TXN_11267,User_42,446.63,2026-03-06 06:22:00,Local_Kirana,Kanpur,P2M
TXN_11268,User_64,242.51,2026-02-27 14:05:00,Amazon,Kanpur,P2P
TXN_11269,User_56,356.82,2026-01-06 16:53:00,Petrol_Pump,Pune,P2M
TXN_11270,User_79,465.48,2026-02-10 13:33:00,Netflix,Pune,P2M
TXN_11271,User_34,179.83,2026-02-20 20:12:00,Netflix,Pune,P2P
TXN_11272,User_28,151.32,2026-01-15 02:31:00,Swiggy,Pune,P2M
TXN_11273,User_17,41.31,2026-03-20 19:19:00,Amazon,Bangalore,P2M
TXN_11274,User_57,309.35,2026-01-10 06:50:00,Petrol_Pump,Bangalore,P2P
TXN_11275,User_75,35.69,2026-01-06 11:13:00,Netflix,Kanpur,P2P
TXN_11276,User_33,125.0,2026-03-09 12:31:00,Local_Kirana,Bangalore,P2P
TXN_11277,User_12,25.27,2026-01-23 19:18:00,Airtel,Bangalore,P2P
TXN_11278,User_97,26168.66,2026-01-23 09:42:00,Swiggy,Mumbai,P2P
TXN_11279,User_29,37.07,2026-01-26 06:06:00,Netflix,Mumbai,P2P
TXN_11280,User_16,368.01,2026-01-15 22:29:00,Airtel,Pune,P2P
TXN_11281,User_41,427.76,2026-03-10 18:03:00,Airtel,Pune,P2P
TXN_11282,User_70,405.1,2026-02-12 00:58:00,Airtel,Delhi,P2M
TXN_11283,User_58,25130.67,2026-01-10 00:26:00,Swiggy,Bangalore,P2P
TXN_11284,User_43,351.07,2026-02-07 18:13:00,Swiggy,Delhi,P2M
TXN_11285,User_63,409.02,2026-02-18 17:49:00,Local_Kirana,Delhi,P2M
TXN_11286,User_49,241.21,2026-01-10 14:19:00,Local_Kirana,Kanpur,P2M
TXN_11287,User_64,413.79,2026-01-14 17:15:00,Zomato,Kanpur,P2M
TXN_11288,User_51,255.33,2026-03-12 03:41:00,Amazon,Delhi,P2P
TXN_11289,User_79,403.02,2026-03-11 20:31:00,Amazon,Mumbai,P2P
TXN_11290,User_65,136.87,2026-03-03 18:36:00,Amazon,Bangalore,P2M
TXN_11291,User_48,261.89,2026-02-11 19:57:00,Netflix,Delhi,P2M
TXN_11292,User_57,135.27,2026-03-23 01:14:00,Netflix,Kanpur,P2P
TXN_11293,User_1,32456.42,2026-02-22 14:22:00,Amazon,Pune,P2M
TXN_11294,User_26,22.91,2026-01-09 00:11:00,Swiggy,Bangalore,P2P
TXN_11295,User_91,419.29,2026-01-17 11:50:00,Zomato,Kanpur,P2M
TXN_11296,User_56,239.2,2026-03-05 06:22:00,Petrol_Pump,Kanpur,P2P
TXN_11297,User_17,440.97,2026-03-24 02:29:00,Local_Kirana,Kanpur,P2M
TXN_11298,User_17,402.18,2026-03-07 06:55:00,Airtel,Kanpur,P2M
TXN_11299,User_76,7458.89,2026-03-28 05:30:00,Airtel,Delhi,P2P
TXN_11300,User_19,353.48,2026-02-27 14:48:00,Netflix,Delhi,P2P
TXN_11301,User_88,386.44,2026-02-20 00:52:00,Petrol_Pump,Mumbai,P2M
TXN_11302,User_54,174.31,2026-03-23 22:46:00,Zomato,Bangalore,P2M
TXN_11303,User_45,361.99,2026-03-22 15:22:00,Local_Kirana,Bangalore,P2M
TXN_11304,User_89,11674.12,2026-03-21 16:49:00,Netflix,Bangalore,P2M
TXN_11305,User_60,396.16,2026-02-24 03:15:00,Zomato,Pune,P2P
TXN_11306,User_24,494.66,2026-02-16 22:46:00,Local_Kirana,Pune,P2P
TXN_11307,User_1,123.36,2026-01-28 22:17:00,Netflix,Bangalore,P2M
TXN_11308,User_42,44.83,2026-01-09 10:53:00,Netflix,Pune,P2P
TXN_11309,User_70,48.68,2026-03-24 06:13:00,Netflix,Delhi,P2P
TXN_11310,User_73,31677.77,2026-03-26 12:22:00,Airtel,Delhi,P2M
TXN_11311,User_40,163.01,2026-03-14 23:16:00,Petrol_Pump,Bangalore,P2M
TXN_11312,User_64,319.76,2026-01-12 08:36:00,Zomato,Bangalore,P2P
TXN_11313,User_100,36573.62,2026-02-27 20:32:00,Netflix,Pune,P2P
TXN_11314,User_59,397.34,2026-01-26 05:25:00,Petrol_Pump,Delhi,P2M
TXN_11315,User_97,39.81,2026-02-04 04:05:00,Zomato,Kanpur,P2P
TXN_11316,User_16,350.85,2026-02-22 20:49:00,Zomato,Kanpur,P2P
TXN_11317,User_73,257.12,2026-02-03 00:33:00,Netflix,Pune,P2M
TXN_11318,User_85,330.72,2026-01-14 10:22:00,Netflix,Kanpur,P2P
TXN_11319,User_2,367.77,2026-02-15 13:33:00,Airtel,Kanpur,P2M
TXN_11320,User_12,225.65,2026-01-31 13:38:00,Petrol_Pump,Kanpur,P2M
TXN_11321,User_13,198.02,2026-01-07 00:19:00,Airtel,Kanpur,P2M
TXN_11322,User_56,302.03,2026-02-12 03:57:00,Local_Kirana,Pune,P2P
TXN_11323,User_79,36680.43,2026-03-29 17:47:00,Netflix,Mumbai,P2P
TXN_11324,User_26,350.85,2026-02-26 23:58:00,Netflix,Bangalore,P2M
TXN_11325,User_29,148.72,2026-02-14 01:48:00,Zomato,Kanpur,P2P
TXN_11326,User_11,363.17,2026-01-07 14:18:00,Airtel,Bangalore,P2P
TXN_11327,User_69,186.43,2026-03-08 02:36:00,Netflix,Bangalore,P2P
TXN_11328,User_59,78.55,2026-01-16 04:14:00,Petrol_Pump,Delhi,P2P
TXN_11329,User_74,134.2,2026-02-19 03:13:00,Amazon,Mumbai,P2P
TXN_11330,User_19,360.26,2026-02-12 21:28:00,Zomato,Kanpur,P2P
TXN_11331,User_28,432.59,2026-02-18 13:44:00,Zomato,Bangalore,P2P
TXN_11332,User_72,350.62,2026-03-01 13:02:00,Airtel,Bangalore,P2M
TXN_11333,User_89,371.26,2026-03-06 08:17:00,Amazon,Delhi,P2P
TXN_11334,User_70,295.51,2026-02-18 07:18:00,Swiggy,Mumbai,P2P
TXN_11335,User_19,102.32,2026-01-28 20:55:00,Amazon,Mumbai,P2P
TXN_11336,User_52,143.32,2026-03-02 13:29:00,Amazon,Bangalore,P2P
TXN_11337,User_4,182.0,2026-02-04 00:52:00,Netflix,Bangalore,P2P
TXN_11338,User_45,184.56,2026-03-05 10:51:00,Amazon,Kanpur,P2M
TXN_11339,User_74,253.86,2026-02-02 13:14:00,Swiggy,Mumbai,P2P
TXN_11340,User_57,32893.77,2026-03-25 00:51:00,Local_Kirana,Bangalore,P2P
TXN_11341,User_97,418.86,2026-02-09 20:15:00,Amazon,Delhi,P2M
TXN_11342,User_32,365.34,2026-02-16 12:10:00,Amazon,Kanpur,P2P
TXN_11343,User_66,122.14,2026-01-04 06:04:00,Local_Kirana,Pune,P2M
TXN_11344,User_29,73.35,2026-02-17 09:59:00,Amazon,Kanpur,P2M
TXN_11345,User_10,173.05,2026-01-24 08:27:00,Petrol_Pump,Delhi,P2M
TXN_11346,User_18,33.28,2026-03-06 14:08:00,Swiggy,Pune,P2M
TXN_11347,User_90,238.88,2026-02-16 10:42:00,Airtel,Kanpur,P2M
TXN_11348,User_53,367.31,2026-02-14 09:04:00,Airtel,Delhi,P2P
TXN_11349,User_73,436.93,2026-03-20 01:19:00,Netflix,Mumbai,P2M
TXN_11350,User_86,220.36,2026-01-13 05:40:00,Local_Kirana,Pune,P2P
TXN_11351,User_87,471.98,2026-01-13 06:05:00,Airtel,Bangalore,P2M
TXN_11352,User_7,401.95,2026-03-01 06:00:00,Swiggy,Kanpur,P2P
TXN_11353,User_36,362.25,2026-02-27 16:25:00,Netflix,Bangalore,P2M
TXN_11354,User_76,484.46,2026-01-24 09:11:00,Airtel,Delhi,P2M
TXN_11355,User_88,142.58,2026-01-31 05:44:00,Zomato,Bangalore,P2P
TXN_11356,User_38,146.33,2026-03-18 12:55:00,Swiggy,Pune,P2P
TXN_11357,User_16,128.39,2026-02-08 09:52:00,Local_Kirana,Mumbai,P2P
TXN_11358,User_63,440.35,2026-01-15 02:12:00,Netflix,Delhi,P2M
TXN_11359,User_23,145.39,2026-03-22 06:36:00,Local_Kirana,Mumbai,P2M
TXN_11360,User_55,476.84,2026-01-22 00:54:00,Swiggy,Delhi,P2P
TXN_11361,User_78,30215.59,2026-02-26 04:23:00,Zomato,Pune,P2P
TXN_11362,User_20,404.26,2026-03-25 09:00:00,Petrol_Pump,Bangalore,P2P
